"Date","Market","State","Market Size","Product Type","Product","Type","Sales","Profit","Margin","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget Margin","Budget Sales","Budget COGS"
08/01/2002,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",394,56,217,186,174,75,1156,59,230,411,177
08/01/2002,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",466,181,282,214,110,71,1902,255,358,612,271
08/01/2002,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",936,295,586,319,201,113,2311,335,493,727,279
08/01/2002,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",165,54,95,62,56,18,2739,102,126,201,56
08/01/2002,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",915,100,527,413,450,348,2192,177,579,1023,340
08/01/2002,"West","Oregon","Small Market","Coffee","Amaretto","Regular",255,-31,171,120,176,106,1505,65,215,336,136
08/01/2002,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",328,29,171,146,171,52,1166,67,193,291,118
08/01/2002,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",347,59,197,150,142,47,1414,94,186,314,120
08/01/2002,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",210,58,116,85,55,23,2360,87,93,143,61
08/01/2002,"West","Oregon","Small Market","Coffee","Columbian","Regular",363,27,221,138,177,46,1612,123,272,458,142
08/01/2002,"West","Oregon","Small Market","Tea","Darjeeling","Regular",120,28,82,49,49,11,1526,31,31,59,29
08/01/2002,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",938,228,439,444,191,136,3947,252,422,857,386
08/01/2002,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",264,57,173,96,92,33,1276,119,183,306,113
08/01/2002,"West","Oregon","Small Market","Tea","Earl Grey","Regular",945,325,585,352,211,125,2602,240,335,555,220
08/01/2002,"West","Oregon","Small Market","Tea","Green Tea","Regular",932,309,485,364,176,115,1911,230,308,525,237
08/01/2002,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",457,171,265,210,107,68,1663,202,263,373,154
08/01/2002,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",441,101,247,157,150,48,-1779,114,222,353,124
08/01/2002,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",971,445,531,416,129,114,3199,369,484,753,292
08/01/2002,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",334,63,184,141,126,48,1389,100,197,337,118
08/01/2002,"South","Texas","Major Market","Coffee","Columbian","Regular",1942,789,1219,946,369,312,4233,1112,1362,2759,1125
08/01/2002,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",739,339,433,324,120,79,1738,333,425,712,260
08/01/2002,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",393,118,205,154,82,48,1558,216,298,502,196
08/01/2002,"South","Texas","Major Market","Smoothie","Lemon","Decaf",263,56,161,101,101,30,1236,88,144,233,95
08/01/2002,"West","Utah","Small Market","Coffee","Amaretto","Regular",370,71,201,160,120,46,3274,132,223,377,173
08/01/2002,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",255,95,154,96,66,26,2412,102,119,218,86
08/01/2002,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",556,174,287,259,104,75,1676,184,272,500,199
08/01/2002,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",499,138,257,172,119,58,1036,204,250,383,142
08/01/2002,"West","Utah","Small Market","Coffee","Columbian","Regular",326,45,178,128,138,37,1124,133,223,406,165
08/01/2002,"West","Utah","Small Market","Tea","Darjeeling","Regular",488,6,279,182,272,188,977,30,176,296,122
08/01/2002,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",234,91,157,98,64,26,2638,99,120,197,97
08/01/2002,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",531,91,267,208,197,81,1946,191,318,590,270
08/01/2002,"West","Utah","Small Market","Tea","Earl Grey","Regular",306,55,178,151,117,47,742,97,157,220,62
08/01/2002,"West","Utah","Small Market","Tea","Green Tea","Regular",210,-29,111,87,134,35,720,31,91,120,32
08/01/2002,"West","Utah","Small Market","Smoothie","Lemon","Decaf",542,139,294,188,152,64,1561,192,262,395,143
08/01/2002,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",431,-126,60,409,181,124,4810,-94,60,367,329
08/01/2002,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",226,54,117,100,65,28,1772,87,125,203,59
08/01/2002,"West","Washington","Small Market","Espresso","Caffe Mocha","Regular",401,60,231,193,163,74,1252,66,235,418,191
08/01/2002,"West","Washington","Small Market","Smoothie","Chocolate","Decaf",757,222,442,261,191,94,3419,267,364,624,214
08/01/2002,"West","Washington","Small Market","Coffee","Columbian","Regular",674,212,369,242,156,77,1491,339,544,740,309
08/01/2002,"West","Washington","Small Market","Tea","Darjeeling","Regular",407,125,232,133,110,46,1133,99,145,241,93
08/01/2002,"West","Washington","Small Market","Espresso","Decaf Espresso","Decaf",716,237,381,351,155,100,3249,265,364,628,266
08/01/2002,"West","Washington","Small Market","Coffee","Decaf Irish Cream","Decaf",910,112,545,441,468,370,2116,333,687,1218,492
08/01/2002,"West","Washington","Small Market","Tea","Earl Grey","Regular",262,57,161,107,96,32,1439,84,120,192,58
08/01/2002,"West","Washington","Small Market","Tea","Green Tea","Regular",314,-27,190,143,215,127,2011,33,161,233,56
08/01/2002,"West","Washington","Small Market","Smoothie","Lemon","Decaf",367,150,215,147,77,39,2670,167,203,279,125
08/01/2002,"Central","Wisconsin","Small Market","Coffee","Amaretto","Regular",409,59,221,198,160,66,1345,88,268,435,189
08/01/2002,"Central","Wisconsin","Small Market","Espresso","Caffe Mocha","Regular",698,218,377,320,154,105,3457,312,434,788,366
08/01/2002,"Central","Wisconsin","Small Market","Smoothie","Chocolate","Decaf",406,139,238,140,120,46,1119,151,232,336,127
08/01/2002,"Central","Wisconsin","Small Market","Coffee","Columbian","Regular",1056,106,597,383,508,384,2082,170,588,971,449
08/01/2002,"Central","Wisconsin","Small Market","Tea","Darjeeling","Regular",261,59,168,115,96,33,1541,34,130,202,92
08/01/2002,"Central","Wisconsin","Small Market","Espresso","Decaf Espresso","Decaf",224,53,121,94,71,28,1713,94,143,252,97
08/01/2002,"Central","Wisconsin","Small Market","Coffee","Decaf Irish Cream","Decaf",732,220,444,288,199,93,1711,286,434,811,307
08/01/2002,"Central","Wisconsin","Small Market","Tea","Earl Grey","Regular",337,-22,174,133,224,113,1896,33,176,286,91
08/01/2002,"Central","Wisconsin","Small Market","Smoothie","Lemon","Decaf",478,204,300,189,87,54,2789,219,233,392,142
07/01/2002,"West","California","Major Market","Coffee","Amaretto","Regular",263,-456,-196,466,241,138,5357,-419,-306,292,567
07/01/2002,"West","California","Major Market","Espresso","Caffe Latte","Regular",1635,488,803,782,300,210,5186,556,887,1425,708
07/01/2002,"West","California","Major Market","Espresso","Caffe Mocha","Regular",1233,148,707,533,594,412,3000,194,628,1040,443
07/01/2002,"West","California","Major Market","Smoothie","Chocolate","Decaf",907,465,521,379,144,109,3424,492,476,787,318
07/01/2002,"West","California","Major Market","Coffee","Columbian","Regular",3045,1152,1782,1179,511,407,8681,1524,1986,3479,1500
07/01/2002,"West","California","Major Market","Tea","Darjeeling","Regular",817,352,477,294,132,98,2828,333,310,491,169
07/01/2002,"West","California","Major Market","Espresso","Decaf Espresso","Decaf",2031,781,1090,881,368,315,5785,862,1092,2025,872
07/01/2002,"West","California","Major Market","Coffee","Decaf Irish Cream","Decaf",685,-473,-117,726,386,234,9156,-498,-117,837,936
07/01/2002,"West","California","Major Market","Tea","Earl Grey","Regular",709,326,395,313,118,87,1871,237,304,487,189
07/01/2002,"West","California","Major Market","Tea","Green Tea","Regular",437,93,260,164,147,53,2153,63,164,237,93
07/01/2002,"West","California","Major Market","Smoothie","Lemon","Decaf",1694,649,896,830,315,243,4015,652,904,1490,734
07/01/2002,"West","California","Major Market","Smoothie","Blueberry","Decaf",678,220,337,259,121,83,1707,214,331,579,204
07/01/2002,"Central","Colorado","Major Market","Coffee","Amaretto","Regular",739,378,451,307,120,89,2858,382,500,761,349
07/01/2002,"Central","Colorado","Major Market","Espresso","Caffe Mocha","Regular",646,331,405,287,124,80,1702,445,523,769,300
07/01/2002,"Central","Colorado","Major Market","Smoothie","Chocolate","Decaf",878,243,438,410,200,112,4132,264,437,795,406
07/01/2002,"Central","Colorado","Major Market","Coffee","Columbian","Regular",560,224,341,266,130,84,1611,224,366,598,252
07/01/2002,"Central","Colorado","Major Market","Tea","Darjeeling","Regular",377,39,200,147,163,57,1401,62,182,289,119
07/01/2002,"Central","Colorado","Major Market","Espresso","Decaf Espresso","Decaf",425,105,243,155,148,50,2098,152,304,420,167
07/01/2002,"Central","Colorado","Major Market","Coffee","Decaf Irish Cream","Decaf",894,447,525,356,139,108,3428,432,536,1014,376
07/01/2002,"Central","Colorado","Major Market","Tea","Earl Grey","Regular",316,66,175,151,106,47,3354,58,153,260,118
07/01/2002,"Central","Colorado","Major Market","Tea","Green Tea","Regular",283,78,169,137,75,41,1679,86,147,250,84
07/01/2002,"Central","Colorado","Major Market","Smoothie","Lemon","Decaf",268,-34,162,131,206,109,1503,0,163,248,87
07/01/2002,"Central","Colorado","Major Market","Smoothie","Blueberry","Decaf",361,63,180,139,140,48,1288,65,145,298,129
07/01/2002,"East","Connecticut","Small Market","Espresso","Caffe Mocha","Regular",358,-15,202,147,218,134,1761,63,223,346,122
07/01/2002,"East","Connecticut","Small Market","Coffee","Columbian","Regular",703,249,444,280,196,82,3569,295,385,592,248
07/01/2002,"East","Connecticut","Small Market","Tea","Darjeeling","Regular",275,93,176,107,59,30,2655,161,178,265,94
07/01/2002,"East","Connecticut","Small Market","Espresso","Decaf Espresso","Decaf",312,53,165,139,134,43,1234,56,162,254,133
07/01/2002,"East","Connecticut","Small Market","Tea","Green Tea","Regular",161,48,99,61,47,16,2411,66,95,167,63
07/01/2002,"East","Connecticut","Small Market","Smoothie","Lemon","Decaf",525,92,306,239,190,84,1999,130,258,424,145
07/01/2002,"East","Connecticut","Small Market","Smoothie","Blueberry","Decaf",405,107,228,203,129,56,3031,127,199,341,118
07/01/2002,"East","Florida","Major Market","Espresso","Caffe Mocha","Regular",842,102,523,421,436,357,2350,188,535,929,350
07/01/2002,"East","Florida","Major Market","Smoothie","Chocolate","Decaf",342,121,183,149,90,48,1649,98,169,247,89
07/01/2002,"East","Florida","Major Market","Coffee","Columbian","Regular",810,339,551,353,208,124,2569,349,507,807,295
07/01/2002,"East","Florida","Major Market","Tea","Darjeeling","Regular",335,123,182,148,70,34,2727,146,215,355,125
07/01/2002,"East","Florida","Major Market","Espresso","Decaf Espresso","Decaf",657,210,418,319,170,97,1919,260,420,730,273
07/01/2002,"East","Florida","Major Market","Coffee","Decaf Irish Cream","Decaf",1084,427,570,477,209,140,2255,365,510,911,385
07/01/2002,"East","Florida","Major Market","Tea","Green Tea","Regular",449,192,249,173,78,50,2477,205,269,505,189
07/01/2002,"East","Florida","Major Market","Smoothie","Lemon","Decaf",377,62,252,171,169,71,1299,87,177,280,129
07/01/2002,"East","Florida","Major Market","Smoothie","Blueberry","Decaf",642,157,307,252,140,87,3683,153,244,434,197
07/01/2002,"Central","Illinois","Major Market","Espresso","Caffe Mocha","Regular",2090,737,1144,903,407,275,4877,1076,1353,2262,1084
07/01/2002,"Central","Illinois","Major Market","Smoothie","Chocolate","Decaf",832,349,489,300,115,81,2872,399,470,617,225
07/01/2002,"Central","Illinois","Major Market","Coffee","Columbian","Regular",1713,655,989,713,358,218,4017,725,1063,1648,733
07/01/2002,"Central","Illinois","Major Market","Tea","Darjeeling","Regular",663,279,427,299,111,74,1933,295,341,671,265
07/01/2002,"Central","Illinois","Major Market","Espresso","Decaf Espresso","Decaf",1755,517,833,810,325,226,5854,701,974,1777,1011
07/01/2002,"Central","Illinois","Major Market","Coffee","Decaf Irish Cream","Decaf",1187,496,753,487,232,140,2817,486,663,1250,520
07/01/2002,"Central","Illinois","Major Market","Tea","Earl Grey","Regular",420,102,269,175,153,56,2196,102,222,351,123
07/01/2002,"Central","Illinois","Major Market","Smoothie","Lemon","Decaf",659,243,361,257,116,93,1806,206,326,522,228
07/01/2002,"Central","Illinois","Major Market","Smoothie","Blueberry","Decaf",1006,440,572,396,155,100,3328,425,533,912,329
07/01/2002,"Central","Iowa","Small Market","Coffee","Amaretto","Regular",195,48,106,74,61,22,2582,91,112,201,56
07/01/2002,"Central","Iowa","Small Market","Espresso","Caffe Mocha","Regular",156,40,93,56,46,14,2650,57,88,162,62
07/01/2002,"Central","Iowa","Small Market","Smoothie","Chocolate","Decaf",1973,787,1232,902,408,316,5851,703,1069,1933,784
07/01/2002,"Central","Iowa","Small Market","Coffee","Columbian","Regular",231,31,127,113,95,32,3235,60,131,205,85
07/01/2002,"Central","Iowa","Small Market","Tea","Darjeeling","Regular",1804,502,806,744,336,243,5651,506,792,1298,664
07/01/2002,"Central","Iowa","Small Market","Espresso","Decaf Espresso","Decaf",134,97,143,0,40,0,1736,136,167,151,0
07/01/2002,"Central","Iowa","Small Market","Coffee","Decaf Irish Cream","Decaf",178,38,102,70,56,23,2004,62,96,156,66
07/01/2002,"Central","Iowa","Small Market","Tea","Earl Grey","Regular",1897,590,1099,907,421,288,5646,551,886,1585,705
07/01/2002,"Central","Iowa","Small Market","Smoothie","Lemon","Decaf",1103,492,752,449,223,139,2546,461,637,940,429
07/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Latte","Regular",321,-20,205,150,243,138,-1191,0,146,285,126
07/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Mocha","Regular",307,98,184,124,103,40,1108,87,141,266,98
07/01/2002,"South","Louisiana","Small Market","Smoothie","Chocolate","Decaf",296,102,197,136,79,50,1819,123,195,282,126
07/01/2002,"South","Louisiana","Small Market","Coffee","Columbian","Regular",278,117,184,121,71,35,2622,147,221,352,170
07/01/2002,"South","Louisiana","Small Market","Espresso","Decaf Espresso","Decaf",290,69,172,111,95,31,1501,62,134,197,91
07/01/2002,"South","Louisiana","Small Market","Coffee","Decaf Irish Cream","Decaf",432,166,264,191,91,45,2570,302,350,557,207
07/01/2002,"South","Louisiana","Small Market","Smoothie","Lemon","Decaf",576,104,275,214,183,95,1837,117,304,498,220
07/01/2002,"East","Massachusetts","Major Market","Espresso","Caffe Mocha","Regular",320,21,221,109,202,105,1710,59,196,309,99
07/01/2002,"East","Massachusetts","Major Market","Coffee","Columbian","Regular",2216,1638,1800,158,148,57,-4612,1793,1923,1792,121
07/01/2002,"East","Massachusetts","Major Market","Tea","Darjeeling","Regular",189,45,98,73,50,20,2603,86,133,194,60
07/01/2002,"East","Massachusetts","Major Market","Tea","Green Tea","Regular",126,30,74,61,57,15,1458,58,94,113,33
07/01/2002,"East","Massachusetts","Major Market","Smoothie","Lemon","Decaf",368,31,181,157,152,54,1326,56,145,236,95
07/01/2002,"East","Massachusetts","Major Market","Espresso","Regular Espresso","Regular",887,258,460,433,204,127,4292,280,486,925,388
07/01/2002,"Central","Missouri","Small Market","Espresso","Caffe Mocha","Regular",283,103,154,100,67,29,2584,132,184,285,134
07/01/2002,"Central","Missouri","Small Market","Smoothie","Chocolate","Decaf",466,-3,233,195,232,160,1080,30,220,345,162
07/01/2002,"Central","Missouri","Small Market","Coffee","Columbian","Regular",505,101,299,244,185,87,1863,113,300,560,249
07/01/2002,"Central","Missouri","Small Market","Tea","Darjeeling","Regular",336,53,198,140,122,43,854,87,187,275,89
07/01/2002,"Central","Missouri","Small Market","Espresso","Decaf Espresso","Decaf",307,106,181,128,65,34,2749,145,238,345,126
07/01/2002,"Central","Missouri","Small Market","Coffee","Decaf Irish Cream","Decaf",391,100,222,168,129,60,3129,112,225,381,179
07/01/2002,"Central","Missouri","Small Market","Tea","Earl Grey","Regular",264,3,140,114,155,51,620,0,124,225,96
07/01/2002,"Central","Missouri","Small Market","Tea","Green Tea","Regular",261,0,144,118,154,43,722,0,121,204,100
07/01/2002,"Central","Missouri","Small Market","Smoothie","Lemon","Decaf",567,-37,138,340,203,122,3771,0,117,442,314
07/01/2002,"West","Nevada","Small Market","Espresso","Caffe Latte","Regular",127,96,131,0,33,0,1779,90,131,116,0
07/01/2002,"West","Nevada","Small Market","Espresso","Caffe Mocha","Regular",181,51,103,80,63,24,2609,64,90,164,65
07/01/2002,"West","Nevada","Small Market","Smoothie","Chocolate","Decaf",1142,133,741,552,568,487,3033,224,693,1120,392
07/01/2002,"West","Nevada","Small Market","Coffee","Columbian","Regular",233,-3,131,113,158,39,767,61,189,280,129
07/01/2002,"West","Nevada","Small Market","Tea","Darjeeling","Regular",2010,795,1243,925,431,274,5596,581,790,1293,646
07/01/2002,"West","Nevada","Small Market","Espresso","Decaf Espresso","Decaf",153,35,93,56,55,17,2274,61,85,119,33
07/01/2002,"West","Nevada","Small Market","Coffee","Decaf Irish Cream","Decaf",233,28,119,115,97,29,3316,89,168,306,113
07/01/2002,"West","Nevada","Small Market","Tea","Earl Grey","Regular",1544,475,862,744,293,227,5709,404,616,1179,551
07/01/2002,"West","Nevada","Small Market","Tea","Green Tea","Regular",88,-1189,-828,765,377,342,14807,-829,-561,0,489
07/01/2002,"West","Nevada","Small Market","Smoothie","Lemon","Decaf",1859,606,1115,731,344,238,3591,679,827,1627,640
07/01/2002,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",1268,438,669,441,208,147,2810,454,629,1004,375
07/01/2002,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",488,162,277,201,118,61,1021,226,292,403,141
07/01/2002,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",458,-3,265,176,265,162,1095,33,237,433,146
07/01/2002,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",518,137,292,203,178,62,1468,186,265,482,188
07/01/2002,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",202,53,112,83,61,21,2598,101,135,187,64
07/01/2002,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",140,100,127,0,41,0,1767,98,114,122,0
07/01/2002,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",274,0,145,105,133,37,827,30,134,184,57
07/01/2002,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",287,0,166,135,155,44,712,32,166,254,97
07/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",284,3,149,132,162,44,-734,34,119,199,94
07/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",406,-3,264,184,249,161,1132,0,237,365,148
07/01/2002,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",203,56,111,78,60,20,2705,65,87,168,67
07/01/2002,"South","New Mexico","Small Market","Coffee","Columbian","Regular",508,150,311,202,146,68,1438,219,352,558,237
07/01/2002,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",334,58,197,127,127,46,724,62,144,237,93
07/01/2002,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",503,-31,139,353,186,118,4112,31,196,604,441
07/01/2002,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",230,29,138,107,105,28,3194,58,118,203,89
07/01/2002,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",235,-815,-271,493,600,481,7539,-801,-271,196,429
07/01/2002,"East","New York","Major Market","Coffee","Columbian","Regular",2870,1117,1563,1035,606,387,7617,1216,1668,2876,1022
07/01/2002,"East","New York","Major Market","Tea","Darjeeling","Regular",889,429,566,377,149,106,3304,513,631,1068,427
07/01/2002,"East","New York","Major Market","Tea","Earl Grey","Regular",715,375,436,323,133,99,3164,343,490,852,340
07/01/2002,"East","New York","Major Market","Tea","Green Tea","Regular",768,328,423,284,120,73,2017,358,433,810,286
07/01/2002,"East","New York","Major Market","Smoothie","Lemon","Decaf",2368,1094,1732,763,396,341,5380,906,1339,1819,676
07/01/2002,"East","New York","Major Market","Smoothie","Blueberry","Decaf",556,-526,-176,882,320,249,10424,-366,-126,421,615
07/01/2002,"East","New York","Major Market","Espresso","Regular Espresso","Regular",1618,596,868,814,299,241,4111,597,920,1597,741
07/01/2002,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",374,60,194,158,141,47,1322,135,200,365,117
07/01/2002,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",952,247,435,413,197,126,4215,348,590,1158,462
07/01/2002,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",143,26,86,61,53,15,1419,58,56,87,33
07/01/2002,"Central","Ohio","Major Market","Coffee","Columbian","Regular",282,56,146,97,100,29,1214,96,147,255,87
07/01/2002,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",859,307,548,328,227,118,2654,309,479,703,306
07/01/2002,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",370,32,207,160,177,55,1364,89,247,421,165
07/01/2002,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",267,-29,158,130,207,107,1489,0,155,293,114
07/01/2002,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",1096,381,657,416,213,124,2336,353,561,900,373
07/01/2002,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",167,54,96,69,60,18,2464,122,131,168,32
07/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",972,411,643,465,221,143,-3125,345,478,881,383
07/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",127,29,82,54,51,15,1601,57,59,94,29
07/01/2002,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",448,58,224,179,166,74,1317,93,234,366,160
07/01/2002,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",275,81,166,138,79,43,1707,114,175,340,160
07/01/2002,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",830,301,562,385,220,119,2330,321,433,704,255
07/01/2002,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",171,46,97,67,59,17,2695,122,145,224,57
07/01/2002,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",1010,102,527,358,429,349,2106,171,612,867,327
07/01/2002,"West","Oregon","Small Market","Coffee","Amaretto","Regular",301,-32,173,125,220,117,1614,57,197,347,113
07/01/2002,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",379,34,206,169,148,56,1381,84,231,374,133
07/01/2002,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",330,60,186,151,127,49,1376,93,202,306,126
07/01/2002,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",231,72,145,89,59,23,2335,118,135,171,63
07/01/2002,"West","Oregon","Small Market","Coffee","Columbian","Regular",279,0,181,112,175,40,1427,67,230,336,134
07/01/2002,"West","Oregon","Small Market","Tea","Darjeeling","Regular",135,26,83,52,55,15,1454,29,29,63,32
07/01/2002,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",902,260,463,459,206,119,3986,288,458,791,419
07/01/2002,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",241,59,159,112,112,28,1467,134,194,314,122
07/01/2002,"West","Oregon","Small Market","Tea","Earl Grey","Regular",923,331,580,355,199,113,2578,265,357,577,232
07/01/2002,"West","Oregon","Small Market","Tea","Green Tea","Regular",1080,427,658,403,207,140,2118,293,380,664,254
07/01/2002,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",311,84,176,130,74,41,1846,92,154,244,90
07/01/2002,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",437,93,252,164,139,51,-1375,124,210,327,116
07/01/2002,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",779,380,445,303,113,87,3213,349,394,739,225
07/01/2002,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",358,66,177,134,141,45,1355,90,185,306,127
07/01/2002,"South","Texas","Major Market","Coffee","Columbian","Regular",1926,593,896,823,290,232,4349,871,1130,2212,914
07/01/2002,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",716,276,406,280,119,85,1886,274,372,572,231
07/01/2002,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",616,219,322,251,140,91,1603,367,422,778,287
07/01/2002,"South","Texas","Major Market","Smoothie","Lemon","Decaf",255,62,165,100,107,31,1381,99,153,233,89
07/01/2002,"West","Utah","Small Market","Coffee","Amaretto","Regular",408,101,217,197,113,57,3165,172,279,460,234
07/01/2002,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",315,105,189,118,64,31,2869,167,186,291,98
07/01/2002,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",319,94,190,136,90,44,1894,129,192,307,132
07/01/2002,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",469,154,287,183,131,62,933,183,272,363,145
07/01/2002,"West","Utah","Small Market","Coffee","Columbian","Regular",324,48,165,128,125,42,1259,118,215,371,160
07/01/2002,"West","Utah","Small Market","Tea","Darjeeling","Regular",429,0,259,192,262,156,1125,32,179,276,92
07/01/2002,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",255,90,176,113,60,27,2802,113,151,244,101
07/01/2002,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",521,94,303,233,189,89,2023,222,407,652,267
07/01/2002,"West","Utah","Small Market","Tea","Earl Grey","Regular",312,55,193,138,121,48,823,90,159,211,67
07/01/2002,"West","Utah","Small Market","Tea","Green Tea","Regular",279,3,161,126,156,44,665,68,124,179,67
07/01/2002,"West","Utah","Small Market","Smoothie","Lemon","Decaf",512,128,291,207,153,59,1491,186,286,423,150
07/01/2002,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",517,-38,163,404,178,109,3789,-29,122,424,330
07/01/2002,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",375,110,182,144,93,51,1714,156,224,339,113
07/01/2002,"West","Washington","Small Market","Espresso","Caffe Mocha","Regular",371,51,233,183,185,70,1155,62,218,389,169
07/01/2002,"West","Washington","Small Market","Smoothie","Chocolate","Decaf",658,245,455,299,170,96,3262,262,405,576,204
07/01/2002,"West","Washington","Small Market","Coffee","Columbian","Regular",595,249,358,289,152,77,1500,339,519,739,307
07/01/2002,"West","Washington","Small Market","Tea","Darjeeling","Regular",308,85,208,123,101,36,1255,86,147,205,63
07/01/2002,"West","Washington","Small Market","Espresso","Decaf Espresso","Decaf",643,174,326,277,147,88,3056,214,330,530,271
07/01/2002,"West","Washington","Small Market","Coffee","Decaf Irish Cream","Decaf",884,103,583,417,425,352,2147,285,694,1055,476
07/01/2002,"West","Washington","Small Market","Tea","Earl Grey","Regular",293,58,164,119,103,32,1404,98,129,187,62
07/01/2002,"West","Washington","Small Market","Tea","Green Tea","Regular",381,-15,221,156,200,141,1901,0,135,211,101
07/01/2002,"West","Washington","Small Market","Smoothie","Lemon","Decaf",313,115,194,135,73,33,2560,159,153,258,96
07/01/2002,"Central","Wisconsin","Small Market","Coffee","Amaretto","Regular",433,55,213,185,185,69,1231,58,221,411,172
07/01/2002,"Central","Wisconsin","Small Market","Espresso","Caffe Mocha","Regular",562,183,323,270,155,82,3290,251,367,677,264
07/01/2002,"Central","Wisconsin","Small Market","Smoothie","Chocolate","Decaf",298,98,190,131,114,38,1190,134,176,295,99
07/01/2002,"Central","Wisconsin","Small Market","Coffee","Columbian","Regular",971,97,575,411,454,332,2213,168,532,884,422
07/01/2002,"Central","Wisconsin","Small Market","Tea","Darjeeling","Regular",287,69,178,104,101,35,1467,31,122,227,94
07/01/2002,"Central","Wisconsin","Small Market","Espresso","Decaf Espresso","Decaf",380,102,188,151,81,51,1890,191,264,375,142
07/01/2002,"Central","Wisconsin","Small Market","Coffee","Decaf Irish Cream","Decaf",747,218,381,277,197,96,1958,234,411,646,314
07/01/2002,"Central","Wisconsin","Small Market","Tea","Earl Grey","Regular",359,-20,185,155,240,134,1777,0,169,252,135
